match_url,blue_goals,orange_goals,blue_wins,orange_wins,best_of,did_blue_win,head2head
2640103,2,5,0,1,5,True,0.0
2640103,7,5,1,1,5,True,0.0
2640103,9,5,2,1,5,True,0.0
2640103,16,6,3,1,5,True,0.0
2620202,3,2,1,0,5,False,0.0
2620202,5,7,1,1,5,False,0.0
2620202,5,10,1,2,5,False,0.0
2620202,5,14,1,3,5,False,0.0
2610201,2,4,0,1,5,False,0.0
2640101,0,3,0,1,5,False,0.0
2640101,2,6,0,2,5,False,0.0
2640101,5,7,1,2,5,False,0.0
2640101,5,8,1,3,5,False,0.0
1980104,1,3,0,1,5,False,0.5
1980104,2,3,1,1,5,False,0.5
1980104,3,5,1,2,5,False,0.5
1980104,3,6,1,3,5,False,0.5
1960116,3,0,1,0,5,False,0.2727272727272727
1960116,3,3,1,1,5,False,0.2727272727272727
1960116,5,3,2,1,5,False,0.2727272727272727
1960116,5,4,2,2,5,False,0.2727272727272727
1980103,4,0,1,0,5,True,0.2
1980103,9,2,2,0,5,True,0.2
1960115,3,2,1,0,5,True,-0.09090909090909091
1960115,6,4,2,0,5,True,-0.09090909090909091
1960115,7,6,2,1,5,True,-0.09090909090909091
1960115,8,6,3,1,5,True,-0.09090909090909091
1980102,2,1,1,0,5,True,0.0
1980102,5,3,2,0,5,True,0.0
1960114,0,2,0,1,5,True,0.5555555555555556
1960114,5,2,1,1,5,True,0.5555555555555556
1960114,7,2,2,1,5,True,0.5555555555555556
1960114,9,3,3,1,5,True,0.5555555555555556
1980101,1,2,0,1,5,False,0.0
1980101,4,3,1,1,5,False,0.0
1980101,6,6,1,2,5,False,0.0
1980101,6,12,1,3,5,False,0.0
1960113,3,2,1,0,5,True,0.0
1960113,4,4,1,1,5,True,0.0
1960113,7,6,2,1,5,True,0.0
1960113,9,7,3,1,5,True,0.0
1960112,1,2,0,1,5,False,0.0
1960112,3,5,0,2,5,False,0.0
1960112,6,6,1,2,5,False,0.0
1960112,7,8,1,3,5,False,0.0
1960111,0,1,0,1,5,True,0.0
1960111,3,3,1,1,5,True,0.0
1960111,6,4,2,1,5,True,0.0
1960111,11,6,3,1,5,True,0.0
2010111,3,2,1,0,5,True,0.0
2010111,6,6,1,1,5,True,0.0
2010111,10,7,2,1,5,True,0.0
2010111,11,11,2,2,5,True,0.0
2010110,1,2,0,1,5,False,0.0
2010110,4,6,0,2,5,False,0.0
2010110,8,7,1,2,5,False,0.0
2010110,10,10,1,3,5,False,0.0
2010109,2,0,1,0,5,True,-0.2
2010109,6,3,2,0,5,True,-0.2
2640203,0,2,0,1,5,False,0.0
2640203,2,5,0,2,5,False,0.0
2610102,5,4,1,0,5,False,0.0
2610102,7,8,1,1,5,False,0.0
2610102,8,14,1,2,5,False,0.0
2610102,10,15,2,2,5,False,0.0
2620101,3,2,1,0,5,True,0.0
2620101,6,3,2,0,5,True,0.0
2630101,3,4,0,1,5,False,0.0
2630101,3,8,0,2,5,False,0.0
2000108,1,3,0,1,5,False,0.0
2000108,5,6,1,1,5,False,0.0
2000108,7,9,1,2,5,False,0.0
2000108,9,10,2,2,5,False,0.0
2000107,0,2,0,1,5,False,0.0
2000107,1,4,0,2,5,False,0.0
2000106,3,2,1,0,5,False,0.0
2000106,5,6,1,1,5,False,0.0
2000106,7,7,2,1,5,False,0.0
2000106,7,8,2,2,5,False,0.0
2000105,1,2,0,1,5,True,0.0
2000105,7,3,1,1,5,True,0.0
2000105,9,4,2,1,5,True,0.0
2000105,9,6,2,2,5,True,0.0
2010108,6,3,1,0,5,True,0.0
2010108,7,7,1,1,5,True,0.0
2010108,10,7,2,1,5,True,0.0
2010108,16,9,3,1,5,True,0.0
2010107,1,3,0,1,5,True,0.0
2010107,3,4,1,1,5,True,0.0
2010107,4,4,2,1,5,True,0.0
2010107,5,6,2,2,5,True,0.0
2010106,2,0,1,0,5,True,0.0
2010106,5,2,2,0,5,True,0.0
2010106,8,6,2,1,5,True,0.0
2010106,11,6,3,1,5,True,0.0
2010105,2,5,0,1,5,False,0.0
2010105,4,8,0,2,5,False,0.0
2620102,3,1,1,0,5,True,0.0
2620102,4,4,1,1,5,True,0.0
2620102,9,5,2,1,5,True,0.0
2620102,14,7,3,1,5,True,0.0
2620104,2,1,1,0,5,False,0.0
2620104,4,4,1,1,5,False,0.0
2620104,5,7,1,2,5,False,0.0
2620104,6,10,1,3,5,False,0.0
2620204,2,4,0,1,5,False,0.0
2620204,3,6,0,2,5,False,0.0
2630103,3,2,1,0,5,True,0.0
2630103,6,4,2,0,5,True,0.0
2630102,2,3,0,1,5,False,0.0
2630102,6,6,1,1,5,False,0.0
2630102,7,8,1,2,5,False,0.0
2630102,11,10,2,2,5,False,0.0
2610202,1,0,1,0,5,True,0.0
2620201,2,1,1,0,5,True,0.0
2620201,4,2,2,0,5,True,0.0
2620103,1,3,0,1,5,False,0.0
2620103,3,6,0,2,5,False,0.0
2640201,2,3,0,1,5,True,0.0
2640201,5,5,1,1,5,True,0.0
2640201,7,6,2,1,5,True,0.0
2640201,10,7,3,1,5,True,0.0
2610204,4,1,1,0,5,True,0.0
2610204,7,3,2,0,5,True,0.0
2610104,3,0,1,0,5,True,0.0
2610104,10,0,2,0,5,True,0.0
2610103,2,3,0,1,5,False,0.0
2610103,6,5,1,1,5,False,0.0
2610103,8,6,2,1,5,False,0.0
2610103,9,10,2,2,5,False,0.0
2610203,0,2,0,1,5,False,0.0
2610203,4,5,1,1,5,False,0.0
2610203,5,8,1,2,5,False,0.0
2610203,6,11,1,3,5,False,0.0
2610101,0,1,0,1,5,False,0.0
2610101,3,2,1,1,5,False,0.0
2610101,6,3,2,1,5,False,0.0
2610101,6,4,2,2,5,False,0.0
2630204,0,1,0,1,5,False,0.0
2630204,0,2,0,2,5,False,0.0
1990105,2,1,1,0,5,True,0.0
1990105,5,2,2,0,5,True,0.0
1990105,5,3,2,1,5,True,0.0
1990105,7,6,2,2,5,True,0.0
1970110,3,1,1,0,5,True,1.0
1970110,3,3,1,1,5,True,1.0
1970110,6,4,2,1,5,True,1.0
1970110,7,4,3,1,5,True,1.0
1990104,3,1,1,0,5,True,0.0
1990104,7,2,2,0,5,True,0.0
1970109,2,1,1,0,5,False,0.0
1970109,2,2,1,1,5,False,0.0
1970109,2,7,1,2,5,False,0.0
1970109,3,9,1,3,5,False,0.0
1990102,6,3,1,0,5,False,0.0
1990102,6,4,1,1,5,False,0.0
1990102,8,5,2,1,5,False,0.0
1990102,8,6,2,2,5,False,0.0
1970108,0,1,0,1,5,False,0.0
1970108,2,1,1,1,5,False,0.0
1970108,4,4,1,2,5,False,0.0
1970108,7,5,2,2,5,False,0.0
1990101,2,1,1,0,5,True,0.0
1990101,4,1,2,0,5,True,0.0
1990101,5,3,2,1,5,True,0.0
1990101,8,4,3,1,5,True,0.0
1970107,1,0,1,0,5,False,0.3333333333333333
1970107,1,1,1,1,5,False,0.3333333333333333
1970107,1,3,1,2,5,False,0.3333333333333333
1970107,1,5,1,3,5,False,0.3333333333333333
1970106,4,3,1,0,5,True,0.0
1970106,8,3,2,0,5,True,0.0
1960110,2,0,1,0,5,False,1.0
1960110,2,3,1,1,5,False,1.0
1960110,3,5,1,2,5,False,1.0
1960110,4,7,1,3,5,False,1.0
1960109,3,0,1,0,5,True,0.0
1960109,4,0,2,0,5,True,0.0
1960108,2,1,1,0,5,True,-0.3333333333333333
1960108,3,3,1,1,5,True,-0.3333333333333333
1960108,4,5,1,2,5,True,-0.3333333333333333
1960108,9,5,2,2,5,True,-0.3333333333333333
1960107,0,1,0,1,5,False,0.07692307692307693
1960107,0,4,0,2,5,False,0.07692307692307693
1960106,1,2,0,1,5,False,0.0
1960106,4,3,1,1,5,False,0.0
1960106,4,4,1,2,5,False,0.0
1960106,6,7,1,3,5,False,0.0
2000104,0,1,0,1,5,True,0.0
2000104,2,2,1,1,5,True,0.0
2000104,2,3,1,2,5,True,0.0
2000104,5,5,2,2,5,True,0.0
2000103,1,2,0,1,5,False,0.0
2000103,2,5,0,2,5,False,0.0
2000103,4,6,1,2,5,False,0.0
2000103,5,8,1,3,5,False,0.0
2000102,2,4,0,1,5,True,0.0
2000102,7,5,1,1,5,True,0.0
2000102,8,5,2,1,5,True,0.0
2000102,11,7,3,1,5,True,0.0
2000101,2,3,0,1,5,False,0.0
2000101,2,4,0,2,5,False,0.0
2010104,1,2,0,1,5,False,0.0
2010104,2,5,0,2,5,False,0.0
2010104,3,5,1,2,5,False,0.0
2010104,4,5,2,2,5,False,0.0
2010103,2,1,1,0,5,False,0.0
2010103,2,4,1,1,5,False,0.0
2010103,5,6,2,1,5,False,0.0
2010103,5,8,2,2,5,False,0.0
2010102,3,1,1,0,5,False,0.0
2010102,5,2,2,0,5,False,0.0
2010102,6,5,2,1,5,False,0.0
2010102,8,9,2,2,5,False,0.0
2010101,1,2,0,1,5,False,0.0
2010101,6,6,1,1,5,False,0.0
2010101,7,10,1,2,5,False,0.0
2010101,9,17,1,3,5,False,0.0
2240115,3,4,0,1,5,False,0.18181818181818182
2240115,3,5,0,2,5,False,0.18181818181818182
2240115,4,5,1,2,5,False,0.18181818181818182
2240115,5,7,1,3,5,False,0.18181818181818182
2240114,0,5,0,1,5,True,0.23809523809523808
2240114,1,7,0,2,5,True,0.23809523809523808
2240114,3,7,1,2,5,True,0.23809523809523808
2240114,6,7,2,2,5,True,0.23809523809523808
2240113,1,3,0,1,5,True,0.047619047619047616
2240113,7,5,1,1,5,True,0.047619047619047616
2240113,7,9,1,2,5,True,0.047619047619047616
2240113,8,11,1,3,5,True,0.047619047619047616
1970105,2,1,1,0,5,False,0.0
1970105,4,4,1,1,5,False,0.0
1970105,6,7,1,2,5,False,0.0
1970105,6,9,1,3,5,False,0.0
1970104,0,1,0,1,5,False,-0.5384615384615384
1970104,3,3,1,1,5,False,-0.5384615384615384
1970104,4,3,2,1,5,False,-0.5384615384615384
1970104,5,6,2,2,5,False,-0.5384615384615384
1970103,2,1,1,0,5,True,-0.2
1970103,5,3,2,0,5,True,-0.2
1970103,5,5,2,1,5,True,-0.2
1970103,7,8,2,2,5,True,-0.2
1970102,3,2,1,0,5,True,0.0
1970102,3,3,1,1,5,True,0.0
1970102,6,4,2,1,5,True,0.0
1970102,8,5,3,1,5,True,0.0
1970101,4,0,1,0,5,True,0.0
1970101,6,1,2,0,5,True,0.0
1970101,6,2,2,1,5,True,0.0
1970101,9,3,3,1,5,True,0.0
1960105,0,2,0,1,5,False,-0.45454545454545453
1960105,0,5,0,2,5,False,-0.45454545454545453
1960104,2,1,1,0,5,True,0.043478260869565216
1960104,3,1,2,0,5,True,0.043478260869565216
1960104,4,3,2,1,5,True,0.043478260869565216
1960104,6,4,3,1,5,True,0.043478260869565216
1960103,3,1,1,0,5,True,0.5
1960103,4,1,2,0,5,True,0.5
1960102,0,1,0,1,5,True,0.0
1960102,2,1,1,1,5,True,0.0
1960102,6,2,2,1,5,True,0.0
1960102,8,6,2,2,5,True,0.0
1960101,1,2,0,1,5,True,0.0
1960101,1,5,0,2,5,True,0.0
1960101,3,6,1,2,5,True,0.0
1960101,4,6,2,2,5,True,0.0
2230115,3,1,1,0,5,True,-0.5
2230115,4,1,2,0,5,True,-0.5
2230115,4,3,2,1,5,True,-0.5
2230115,5,3,3,1,5,True,-0.5
2230114,3,2,1,0,5,True,-0.52
2230114,3,3,1,1,5,True,-0.52
2230114,5,4,2,1,5,True,-0.52
2230114,5,5,2,2,5,True,-0.52
2230113,2,4,0,1,5,False,0.0
2230113,4,7,0,2,5,False,0.0
2230113,4,10,0,3,5,False,0.0
2230113,7,12,1,3,5,False,0.0
2380114,1,0,1,0,7,False,0.5
2380114,3,3,1,1,7,False,0.5
2380114,4,5,1,2,7,False,0.5
2380114,4,6,1,3,7,False,0.5
2380112,1,2,0,1,5,True,0.0
2380112,3,3,1,1,5,True,0.0
2380112,7,6,2,1,5,True,0.0
2380112,9,7,3,1,5,True,0.0
2380107,3,1,1,0,5,False,-0.5
2380107,4,3,1,1,5,False,-0.5
2380107,7,5,2,1,5,False,-0.5
2380107,10,9,2,2,5,False,-0.5
2380106,2,3,0,1,5,False,-0.5
2380106,3,6,0,2,5,False,-0.5
2380104,1,2,0,1,5,False,0.0
2380104,2,4,0,2,5,False,0.0
2430114,0,1,0,1,7,False,0.2
2430114,0,3,0,2,7,False,0.2
2430114,3,4,1,2,7,False,0.2
2430114,3,9,1,3,7,False,0.2
2430113,2,0,1,0,5,True,0.0
2430113,4,3,1,1,5,True,0.0
2430113,9,5,2,1,5,True,0.0
2430113,11,10,2,2,5,True,0.0
2430112,6,2,1,0,5,True,0.0
2430112,8,5,1,1,5,True,0.0
2430112,10,5,2,1,5,True,0.0
2430112,11,5,3,1,5,True,0.0
2430107,3,0,1,0,5,True,0.2
2430107,6,2,2,0,5,True,0.2
2430106,5,4,1,0,5,True,0.0
2430106,8,4,2,0,5,True,0.0
2430105,2,3,0,1,5,True,0.0
2430105,4,4,1,1,5,True,0.0
2430105,7,6,2,1,5,True,0.0
2430105,8,10,2,2,5,True,0.0
2430102,0,2,0,1,5,False,0.0
2430102,2,5,0,2,5,False,0.0
2430102,4,6,1,2,5,False,0.0
2430102,6,10,1,3,5,False,0.0
2430100,4,3,1,0,5,False,0.0
2430100,5,8,1,1,5,False,0.0
2430100,8,13,1,2,5,False,0.0
2430100,10,16,1,3,5,False,0.0
2420114,1,2,0,1,7,True,0.0
2420114,2,2,1,1,7,True,0.0
2420114,6,2,2,1,7,True,0.0
2420114,8,5,2,2,7,True,0.0
2420113,5,2,1,0,5,True,0.0
2420113,7,2,2,0,5,True,0.0
2420112,1,3,0,1,5,True,0.0
2420112,3,3,1,1,5,True,0.0
2420112,5,4,2,1,5,True,0.0
2420112,8,5,3,1,5,True,0.0
2420107,2,1,1,0,5,False,0.0
2420107,3,5,1,1,5,False,0.0
2420107,5,6,2,1,5,False,0.0
2420107,6,8,2,2,5,False,0.0
2420105,5,0,1,0,5,True,0.0
2420105,8,0,2,0,5,True,0.0
2420102,3,0,1,0,5,True,0.0
2420102,4,2,1,1,5,True,0.0
2420102,7,4,2,1,5,True,0.0
2420102,8,6,2,2,5,True,0.0
2370114,2,1,1,0,7,True,0.0
2370114,6,3,2,0,7,True,0.0
2370114,8,6,2,1,7,True,0.0
2370113,2,1,1,0,5,False,-0.14285714285714285
2370113,5,3,2,0,5,False,-0.14285714285714285
2370113,5,4,2,1,5,False,-0.14285714285714285
2370113,7,7,2,2,5,False,-0.14285714285714285
2370107,1,3,0,1,5,True,0.0
2370107,3,4,1,1,5,True,0.0
2370107,7,4,2,1,5,True,0.0
2370107,9,9,2,2,5,True,0.0
2370105,2,3,0,1,5,True,0.0
2370105,5,7,0,2,5,True,0.0
2370105,7,8,1,2,5,True,0.0
2370105,9,8,2,2,5,True,0.0
2370102,1,2,0,1,5,True,0.6
2370102,2,2,1,1,5,True,0.6
2370102,4,2,2,1,5,True,0.6
2370102,11,2,3,1,5,True,0.6
2370101,6,1,1,0,5,True,0.0
2370101,10,1,2,0,5,True,0.0
2410114,0,2,0,1,7,True,0.0
2410114,2,3,1,1,7,True,0.0
2410114,3,5,1,2,7,True,0.0
2410114,3,6,1,3,7,True,0.0
2410114,5,7,2,3,7,True,0.0
2410114,8,9,3,3,7,True,0.0
2410113,4,2,1,0,5,False,0.0
2410113,6,5,1,1,5,False,0.0
2410113,10,7,2,1,5,False,0.0
2410113,11,11,2,2,5,False,0.0
2410107,1,3,0,1,5,False,0.0
2410107,3,4,1,1,5,False,0.0
2410107,5,9,1,2,5,False,0.0
2410107,6,11,1,3,5,False,0.0
2410106,3,1,1,0,5,True,0.0
2410106,7,3,2,0,5,True,0.0
2410106,7,5,2,1,5,True,0.0
2410106,7,9,2,2,5,True,0.0
2410104,2,3,0,1,5,True,0.0
2410104,4,4,1,1,5,True,0.0
2410104,7,6,2,1,5,True,0.0
2410104,10,7,3,1,5,True,0.0
2360115,2,3,0,1,7,False,-0.2727272727272727
2360115,4,4,1,1,7,False,-0.2727272727272727
2360115,6,8,1,2,7,False,-0.2727272727272727
2360115,6,12,1,3,7,False,-0.2727272727272727
2360114,0,3,0,1,7,False,-0.2727272727272727
2360114,4,6,1,1,7,False,-0.2727272727272727
2360114,4,7,1,2,7,False,-0.2727272727272727
2360114,7,9,2,2,7,False,-0.2727272727272727
2360114,9,10,3,2,7,False,-0.2727272727272727
2360114,10,12,3,3,7,False,-0.2727272727272727
2360113,4,1,1,0,5,True,-1.0
2360113,4,3,1,1,5,True,-1.0
2360113,7,5,2,1,5,True,-1.0
2360113,9,6,3,1,5,True,-1.0
2360112,0,1,0,1,5,False,0.1111111111111111
2360112,3,3,1,1,5,False,0.1111111111111111
2360112,4,5,1,2,5,False,0.1111111111111111
2360112,5,7,1,3,5,False,0.1111111111111111
2360107,3,2,1,0,5,True,-0.2727272727272727
2360107,5,5,1,1,5,True,-0.2727272727272727
2360107,7,6,2,1,5,True,-0.2727272727272727
2360107,8,6,3,1,5,True,-0.2727272727272727
2360106,1,0,1,0,5,True,0.0
2360106,5,3,2,0,5,True,0.0
2360106,5,4,2,1,5,True,0.0
2360106,7,5,3,1,5,True,0.0
2360104,3,2,1,0,5,True,-1.0
2360104,6,4,2,0,5,True,-1.0
2400114,0,3,0,1,7,False,0.0
2400114,1,5,0,2,7,False,0.0
2400114,2,7,0,3,7,False,0.0
2350114,4,2,1,0,7,True,0.0
2350114,6,6,1,1,7,True,0.0
2350114,8,7,2,1,7,True,0.0
2350114,11,7,3,1,7,True,0.0
2350113,1,2,0,1,5,False,0.0
2350113,4,4,1,1,5,False,0.0
2350113,7,8,1,2,5,False,0.0
2350113,7,14,1,3,5,False,0.0
2400113,1,4,0,1,5,False,0.0
2400113,3,9,0,2,5,False,0.0
2400113,5,10,1,2,5,False,0.0
2400113,6,12,1,3,5,False,0.0
2400112,1,2,0,1,5,False,0.0
2400112,3,5,0,2,5,False,0.0
2350112,2,1,1,0,5,True,-1.0
2350112,6,4,2,0,5,True,-1.0
2400107,1,2,0,1,5,False,0.0
2400107,4,4,1,1,5,False,0.0
2400107,4,7,1,2,5,False,0.0
2400107,7,8,2,2,5,False,0.0
2350107,3,0,1,0,5,True,1.0
2350107,6,2,2,0,5,True,1.0
2400105,3,4,0,1,5,False,0.0
2400105,6,8,0,2,5,False,0.0
2350102,0,1,0,1,5,False,0.0
2350102,1,4,0,2,5,False,0.0
2400101,2,1,1,0,5,True,0.0
2400101,4,2,2,0,5,True,0.0
2390115,5,3,1,0,7,True,0.0
2390115,8,4,2,0,7,True,0.0
2390115,8,8,2,1,7,True,0.0
2390115,8,11,2,2,7,True,0.0
2390115,10,12,3,2,7,True,0.0
2390115,13,14,4,2,7,True,0.0
2340114,1,4,0,1,7,True,0.0
2340114,1,5,0,2,7,True,0.0
2340114,6,5,1,2,7,True,0.0
2340114,9,6,2,2,7,True,0.0
2340114,12,7,3,2,7,True,0.0
2340114,14,7,4,2,7,True,0.0
2390114,0,1,0,1,7,False,0.0
2390114,3,3,1,1,7,False,0.0
2390114,4,5,1,2,7,False,0.0
2390114,7,7,2,2,7,False,0.0
2390114,8,9,2,3,7,False,0.0
2390114,13,10,3,3,7,False,0.0
2340113,1,3,0,1,5,True,0.0
2340113,4,5,1,1,5,True,0.0
2340113,7,5,2,1,5,True,0.0
2340113,9,6,3,1,5,True,0.0
2390113,2,1,1,0,5,True,0.0
2390113,5,5,1,1,5,True,0.0
2390113,8,5,2,1,5,True,0.0
2390113,9,8,2,2,5,True,0.0
2340112,3,2,1,0,5,True,-0.38461538461538464
2340112,3,4,1,1,5,True,-0.38461538461538464
2340112,7,4,2,1,5,True,-0.38461538461538464
2340112,7,8,2,2,5,True,-0.38461538461538464
2390107,3,1,1,0,5,True,0.0
2390107,4,1,2,0,5,True,0.0
2390107,5,3,2,1,5,True,0.0
2390107,7,4,3,1,5,True,0.0
2340107,0,2,0,1,5,False,0.0
2340107,2,2,1,1,5,False,0.0
2340107,2,6,1,2,5,False,0.0
2340107,4,9,1,3,5,False,0.0
2390106,1,0,1,0,5,False,0.0
2390106,4,2,2,0,5,False,0.0
2390106,6,5,2,1,5,False,0.0
2390106,8,8,2,2,5,False,0.0
2390105,5,3,1,0,5,True,0.0
2390105,8,5,2,0,5,True,0.0
2390102,1,2,0,1,5,True,0.0
2390102,6,3,1,1,5,True,0.0
2390102,9,4,2,1,5,True,0.0
2390102,11,5,3,1,5,True,0.0
2220115,3,0,1,0,5,True,0.2857142857142857
2220115,3,1,1,1,5,True,0.2857142857142857
2220115,5,4,1,2,5,True,0.2857142857142857
2220115,10,5,2,2,5,True,0.2857142857142857
2220114,1,4,0,1,5,True,0.0
2220114,2,4,1,1,5,True,0.0
2220114,4,5,2,1,5,True,0.0
2220114,7,6,3,1,5,True,0.0
2220113,2,1,1,0,5,True,0.047619047619047616
2220113,3,1,2,0,5,True,0.047619047619047616
2220113,7,1,3,0,5,True,0.047619047619047616
2220113,8,4,3,1,5,True,0.047619047619047616
2330114,0,2,0,1,7,True,-0.2727272727272727
2330114,5,3,0,2,7,True,-0.2727272727272727
2330114,6,5,0,3,7,True,-0.2727272727272727
2330114,7,8,0,4,7,True,-0.2727272727272727
2330114,11,11,0,5,7,True,-0.2727272727272727
2330114,13,12,0,6,7,True,-0.2727272727272727
2330111,0,1,0,1,5,True,0.0
2330111,1,3,0,2,5,True,0.0
2330111,9,7,1,2,5,True,0.0
2330111,11,8,2,2,5,True,0.0
2330107,5,2,1,0,5,True,0.0
2330107,7,3,2,0,5,True,0.0
2330106,3,1,1,0,5,False,0.0
2330106,3,5,1,1,5,False,0.0
2330106,7,7,2,1,5,False,0.0
2330106,7,8,2,2,5,False,0.0
2330105,2,1,1,0,5,True,0.0
2330105,4,1,2,0,5,True,0.0
2330102,3,1,1,0,5,True,0.0
2330102,3,2,1,1,5,True,0.0
2330102,5,5,1,2,5,True,0.0
2330102,6,5,2,2,5,True,0.0
2320114,0,1,0,1,7,True,0.0
2320114,3,3,1,1,7,True,0.0
2320114,5,3,2,1,7,True,0.0
2320114,8,5,3,1,7,True,0.0
2320114,9,8,3,2,7,True,0.0
2320114,10,8,4,2,7,True,0.0
2320113,3,2,1,0,5,True,0.0
2320113,4,5,1,1,5,True,0.0
2320113,8,8,2,1,5,True,0.0
2320113,10,8,3,1,5,True,0.0
2320107,0,2,0,1,5,True,0.0
2320107,2,3,1,1,5,True,0.0
2320107,3,5,1,2,5,True,0.0
2320107,7,7,2,2,5,True,0.0
2320106,3,1,1,0,5,False,0.0
2320106,4,4,1,1,5,False,0.0
2320106,4,7,1,2,5,False,0.0
2320106,7,7,2,2,5,False,0.0
2320105,2,0,1,0,5,False,0.0
2320105,2,3,1,1,5,False,0.0
2320105,3,5,1,2,5,False,0.0
2320105,5,6,2,2,5,False,0.0
2320102,3,1,1,0,5,True,0.0
2320102,5,1,2,0,5,True,0.0
2320101,2,1,1,0,5,True,0.0
2320101,4,2,2,0,5,True,0.0
2300115,1,2,0,1,7,False,0.0
2300115,5,4,1,1,7,False,0.0
2300115,6,9,1,2,7,False,0.0
2300115,6,15,1,3,7,False,0.0
2300114,0,1,0,1,7,False,0.0
2300114,4,4,1,1,7,False,0.0
2300114,6,7,1,2,7,False,0.0
2300114,6,10,1,3,7,False,0.0
2300113,3,2,1,0,5,True,0.0
2300113,4,2,2,0,5,True,0.0
2300112,1,2,0,1,5,True,0.0
2300112,3,2,1,1,5,True,0.0
2300112,5,3,2,1,5,True,0.0
2300112,7,4,3,1,5,True,0.0
2300107,4,3,1,0,5,True,0.0
2300107,7,8,1,1,5,True,0.0
2300107,8,14,1,2,5,True,0.0
2300107,13,16,2,2,5,True,0.0
2300106,2,0,1,0,5,True,0.0
2300106,3,2,1,1,5,True,0.0
2300106,4,2,2,1,5,True,0.0
2300106,6,3,3,1,5,True,0.0
2300105,1,2,0,1,5,False,0.0
2300105,4,3,1,1,5,False,0.0
2300105,6,8,1,2,5,False,0.0
2300105,8,12,1,3,5,False,0.0
2300101,3,2,1,0,5,False,0.0
2300101,6,3,2,0,5,False,0.0
2300101,8,6,2,1,5,False,0.0
2300101,9,10,2,2,5,False,0.0
1950121,4,1,1,0,7,True,0.42857142857142855
1950121,4,2,1,1,7,True,0.42857142857142855
1950121,7,6,1,2,7,True,0.42857142857142855
1950121,9,7,2,2,7,True,0.42857142857142855
1950121,10,7,3,2,7,True,0.42857142857142855
1950121,12,10,3,3,7,True,0.42857142857142855
1950120,1,2,0,1,7,False,0.3333333333333333
1950120,4,3,1,1,7,False,0.3333333333333333
1950120,7,7,1,2,7,False,0.3333333333333333
1950120,8,11,1,3,7,False,0.3333333333333333
1950120,12,14,2,3,7,False,0.3333333333333333
1950120,14,15,3,3,7,False,0.3333333333333333
1950119,4,2,1,0,7,True,0.42857142857142855
1950119,8,3,2,0,7,True,0.42857142857142855
1950119,10,3,3,0,7,True,0.42857142857142855
1950119,13,10,3,1,7,True,0.42857142857142855
1950118,2,1,1,0,7,True,0.0
1950118,3,3,1,1,7,True,0.0
1950118,5,4,2,1,7,True,0.0
1950118,7,5,3,1,7,True,0.0
1950118,8,7,3,2,7,True,0.0
1950118,9,7,4,2,7,True,0.0
1950117,1,3,0,1,7,True,0.0
1950117,3,4,1,1,7,True,0.0
1950117,8,5,2,1,7,True,0.0
1950117,10,6,3,1,7,True,0.0
1950116,1,2,0,1,5,True,0.5
1950116,4,3,1,1,5,True,0.5
1950116,7,5,2,1,5,True,0.5
1950116,8,5,3,1,5,True,0.5
1950115,2,3,0,1,5,True,0.5
1950115,6,5,1,1,5,True,0.5
1950115,7,5,2,1,5,True,0.5
1950115,7,6,2,2,5,True,0.5
1950114,2,1,1,0,5,False,0.0
1950114,3,3,1,1,5,False,0.0
1950114,6,3,2,1,5,False,0.0
1950114,7,5,2,2,5,False,0.0
1950113,2,1,1,0,5,False,0.0
1950113,3,1,2,0,5,False,0.0
1950113,4,4,2,1,5,False,0.0
1950113,5,8,2,2,5,False,0.0
1950111,2,3,0,1,5,False,-1.0
1950111,2,5,0,2,5,False,-1.0
1950110,1,0,1,0,5,True,0.0
1950110,4,2,2,0,5,True,0.0
1950110,5,4,2,1,5,True,0.0
1950110,9,4,3,1,5,True,0.0
1950109,4,0,1,0,5,True,0.0
1950109,9,1,2,0,5,True,0.0
1950108,1,3,0,1,5,True,0.0
1950108,3,4,1,1,5,True,0.0
1950108,4,4,2,1,5,True,0.0
1950108,5,4,3,1,5,True,0.0
1950107,3,2,1,0,5,True,0.0
1950107,5,3,2,0,5,True,0.0
1950106,0,2,0,1,5,True,0.0
1950106,2,3,1,1,5,True,0.0
1950106,4,4,2,1,5,True,0.0
1950106,7,5,3,1,5,True,0.0
1950105,3,2,1,0,5,False,0.0
1950105,4,4,1,1,5,False,0.0
1950105,5,6,1,2,5,False,0.0
1950105,6,9,1,3,5,False,0.0
1950104,0,3,0,1,5,False,0.0
1950104,4,6,1,1,5,False,0.0
1950104,4,10,1,2,5,False,0.0
1950104,4,12,1,3,5,False,0.0
1950103,2,0,1,0,5,False,0.0
1950103,2,3,1,1,5,False,0.0
1950103,5,5,2,1,5,False,0.0
1950103,5,7,2,2,5,False,0.0
1950102,2,0,1,0,5,True,0.0
1950102,7,2,2,0,5,True,0.0
1950101,3,1,1,0,5,True,0.0
1950101,6,1,2,0,5,True,0.0
2060211,1,2,0,1,7,False,0.0
2060211,2,4,0,2,7,False,0.0
2060211,4,5,1,2,7,False,0.0
2060211,6,8,1,3,7,False,0.0
2060209,3,2,1,0,7,True,0.0
2060209,6,6,1,1,7,True,0.0
2060209,9,8,2,1,7,True,0.0
2060209,11,9,3,1,7,True,0.0
2060209,12,12,3,2,7,True,0.0
2060209,15,14,4,2,7,True,0.0
2060210,0,1,0,1,7,False,-0.5
